trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
235,False,"{'a': 0.5, 'e': 0.09330521652106873}",30,8,36.638762061726986,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.09237216435585804}",20,14,10.701317024793063,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.09144844271229946}",30,2,22.561983647119686,"{0: 27, 1: 0, 2: 0, 3: 1, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.09053395828517646}",20,15,9.836895429306853,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.08962861870232469}",30,12,8.894384969391607,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.08873233251530144}",25,13,8.446001026910851,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.08784500919014843}",25,13,23.24069471543096,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.08696655909824694}",25,3,-13.16473707283242,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
243,False,"{'a': 0.5, 'e': 0.08609689350726446}",20,3,16.974112952628452,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.08523592457219181}",20,11,7.336312046737174,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.0843835653264699}",20,8,8.977782700226523,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.0835397296732052}",30,1,26.269952253044266,"{0: 28, 1: 0, 2: 0, 3: 1, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.08270433237647315}",20,10,6.597837686691476,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.08187728905270841}",20,14,9.721656407455297,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.08105851616218133}",25,5,25.57008350618144,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.08024793100055952}",20,5,28.635960606532734,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.07944545169055392}",25,7,14.997477306378093,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.07865099717364837}",20,5,4.509892923315883,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.07786448720191189}",20,0,17.312872285841138,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
254,False,"{'a': 0.5, 'e': 0.07708584232989277}",25,17,15.570787073825521,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.07631498390659384}",25,3,17.51704151745847,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.07555183406752791}",20,11,13.500275250533235,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.07479631572685264}",30,0,41.481993519051,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
258,False,"{'a': 0.5, 'e': 0.07404835256958411}",25,0,-45.78051835792682,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",1
259,False,"{'a': 0.5, 'e': 0.07330786904388827}",20,12,12.630669560548554,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.07257479035344938}",20,8,-64.64981327649247,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
261,False,"{'a': 0.5, 'e': 0.07184904244991488}",25,17,14.565534869201299,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.07113055202541574}",30,18,24.06628315794423,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.07041924650516158}",30,10,36.33542842766801,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.06971505404010997}",30,18,24.237696107978433,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.06901790349970886}",25,0,35.1243091189766,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
266,False,"{'a': 0.5, 'e': 0.06832772446471178}",20,7,24.344590054418124,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.06764444722006466}",25,1,31.847953561231456,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.066968002747864}",25,9,20.18736152671436,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.06629832272038537}",25,16,15.60369447647305,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.06563533949318151}",25,14,20.854799602026652,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.06497898609824969}",30,16,25.05610261236825,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.0643291962372672}",20,4,26.513632070076675,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.06368590427489453}",30,16,24.03954309163258,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.06304904523214558}",20,16,7.478105113388926,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.06241855477982412}",25,0,26.89674341646169,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
276,False,"{'a': 0.5, 'e': 0.06179436923202588}",25,11,21.517147351389255,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.06117642553970562}",20,0,-52.91716700395159,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
278,False,"{'a': 0.5, 'e': 0.06056466128430856}",25,14,25.4903902883841,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.05995901467146548}",20,8,-18.978716211406283,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
280,False,"{'a': 0.5, 'e': 0.05935942452475082}",20,0,32.350542832447644,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
281,False,"{'a': 0.5, 'e': 0.058765830279503314}",25,15,15.551930638069955,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.05817817197670828}",25,3,35.71784836717773,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.057596390256941195}",25,18,12.878248986025724,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.05702042635437178}",25,20,12.331988277933778,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.05645022209082806}",30,24,10.798848383600683,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.05588571986991978}",30,22,14.08547713677374,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.055326862671220584}",25,9,29.28177638024334,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.05477359404450838}",20,8,-22.42050089655441,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
289,False,"{'a': 0.5, 'e': 0.054225858104063294}",20,0,7.0418904858630995,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
290,False,"{'a': 0.5, 'e': 0.05368359952302266}",20,10,21.904526536893687,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.053146763527792434}",20,0,25.11623102672685,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
292,False,"{'a': 0.5, 'e': 0.052615295892514506}",20,0,26.605777916143467,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
293,False,"{'a': 0.5, 'e': 0.052089142933589364}",25,11,13.250960712065066,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.05156825150425347}",35,17,25.669425221687874,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.051052568989210935}",25,15,17.956323708239314,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.05054204329931883}",20,7,-24.020629874572247,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
297,False,"{'a': 0.5, 'e': 0.05003662286632564}",30,17,20.292702870620534,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.04953625663766238}",20,0,18.694939553164087,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
299,False,"{'a': 0.5, 'e': 0.04904089407128576}",20,8,22.515853639371084,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.0485504851305729}",20,0,18.70653110463988,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
301,False,"{'a': 0.5, 'e': 0.048064980279267165}",25,11,10.910885572735625,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.04758433047647449}",35,24,15.929217851126415,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.04710848717170975}",30,4,49.362536146153325,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.04663740229999265}",35,13,-42.60318141280561,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 2}",1
305,False,"{'a': 0.5, 'e': 0.04617102827699272}",20,0,-18.757350741879943,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
306,False,"{'a': 0.5, 'e': 0.045709317994222794}",25,7,29.68694168601707,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.04525222481428057}",20,0,38.72364610966008,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
308,False,"{'a': 0.5, 'e': 0.04479970256613776}",20,6,9.317067642082911,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.04435170554047638}",20,1,-38.49435529968467,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 1}",1
310,False,"{'a': 0.5, 'e': 0.043908188485071616}",35,18,18.695943281933875,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.0434691066002209}",20,15,6.352724890840817,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.04303441553421869}",30,7,15.329313905470892,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.0426040713788765}",35,20,30.853707663110026,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.04217803066508773}",25,8,-15.056272060852715,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
315,False,"{'a': 0.5, 'e': 0.04175625035843686}",20,15,8.919039788881582,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.041338687854852486}",25,11,27.400125405052897,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.04092530097630396}",20,5,24.601381080662044,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.040516047966540916}",30,18,25.553833858250602,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.04011088748687551}",20,10,18.662690618829966,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.03970977861200675}",20,10,18.57732151604218,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.03931268082588668}",20,15,9.551234238914319,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.03891955401762781}",20,14,10.993082738322332,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.03853035847745153}",25,8,28.119913162268283,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.03814505489267701}",20,0,-11.312384286919771,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
325,False,"{'a': 0.5, 'e': 0.03776360434375024}",20,15,7.670212224990848,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.5, 'e': 0.03738596830031274}",20,10,5.710832927676345,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.03701210861730961}",25,7,33.763284029593706,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.03664198753113651}",20,12,17.265313578438516,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.036275567655825146}",25,11,10.714508919224189,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.03591281197926689}",20,11,-25.29211902774332,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
331,False,"{'a': 0.5, 'e': 0.035553683859474224}",20,2,29.628493819462793,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.03519814702087948}",20,5,27.64036837507861,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.03484616555067068}",20,9,26.924670534669197,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.034497703895163975}",20,7,25.268740641620802,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
